title,adult,genre,id,language,plot,release_date,imdb_score,imdb_id,cast,directors,movie_duration
Badhaai Ho Badhaai,False,"Comedy, Music, Drama",234179,hi,"The D'Souza and the Chaddha families are neighbors and have been good friends for as long as they can remember, and despite their diverse religion and cultural beliefs, celebrate Diwali and...",2002-11-08,5.833,tt0325041,['Kavita Choudhary'],['Satish Kaushik'],2h 35m
Kehtaa Hai Dil Baar Baar,False,"Comedy, Romance, Drama",302539,hi,Story about a self-made man in India,2002-11-15,6.3,tt0322936,"['Raman Bharadwaj', 'Neeraj Vora']",['Rahul Dholakia'],1h 59m
Jeena Sirf Merre Liye,False,"Action, Drama",309074,hi,"Pinky alias Pooja Malhotra (Kareena Kapoor) and Karan (Tusshar Kapoor) are childhood sweethearts. During this time they exchange vows that they will live for each other only. They separate shortly after but they do not forget their vows. Pooja frantically searches for her sweetheart, but to no avail. She finally decides to write her own story in a the form of a love story. This story turns out to be very popular, and Pooja does get to meet Karan, only to find out that he has a girlfriend by the name of Seema.",2002-11-20,4.571,tt0337652,"['Bolu Khan', 'Aman Jaffery', 'Rumi Jaffery']",['Talat Jani'],2h 17m
Makdee,False,"Family, Horror, Fantasy",134841,hi,"One half of an identical set of twins, the mischievous Chunni is known in her hometown for the pranks she plays, notably on her father, the schoolteacher and the village butcher. To get out of trouble, Chunni often impersonates her sister Munni and makes others look a fool.",2002-11-22,6.684,tt0341455,"['Abbas Tyrewala', 'Vishal Bhardwaj']",['Vishal Bhardwaj'],1h 30m
Karz,False,"Action, Crime, Drama",366169,hi,"Suraj is the adopted son of a wealthy hotel owner who is haunted by memories of his birth mother's rejection.  He befriends Raja not knowing that he is in fact his younger brother and even gives up his love Sapna to Raja.  Through Raja he is reunited with his birth mother and it is revealed that she was raped by a criminal who fathered Suraj.  After many fights, flying bodies, car chases, and broken glass, Suraj eventually exacts revenge on his birth father and dies happily in his mother's arms.",2002-12-06,4.833,tt0342624,"['Anees Bazmee', 'Amit Khan', 'Atul Sharma']",['Harry Baweja'],2h 53m
Guru Mahaaguru,False,"Action, Crime",596171,hi,"After literally being torn apart as children, brothers Ajay (Mukul Dev) and Gautam (Ashutosh Rana) are leading separate adult lives but are both in search of the same thing: their father's killer. Each believes he's found the culprit, but what they don't realize is that their target is really an undercover cop who's infiltrated the criminal underworld to find the murderer. Om Puri and Naseeruddin Shah also star.",2002-12-13,0.0,tt0440446,['Miraq Mirza'],['T.L.V. Prasad'],
Kaante,False,"Crime, Thriller, Action",35907,hi,"After being wrongfully detained and humiliated, six men meet in a lock-up. In a quest to seek revenge, they make the perfect plan of robbing the bank where all the police officers' salaries get deposited.",2002-12-20,5.4,tt0294662,"['Sanjay Gupta', 'Yash Keswani', 'Vinay']",['Sanjay Gupta'],2h 34m
The Wound,False,"Action, Crime, Drama",554503,hi,"Jogi Thakur (Govind Namdev) is the power behind the ruling party ministers in Bombay City, and not only rules over the underworld, but also over the law-makers; the Home Minister (Anant Jog); the Police Commissioner (Virendra Saxena), and police officers all over the city. The Police of the City are on the look out for an escaped convict Tanya (Seema Biswas). The police are assisted by Sarja (Mita Vasisht), who is the Warden of the prison that Tanya broke out from. Tanya has confessed to killing her husband, Jayant (Pankay Berry). At every encounter with Tanya, in prison or out, Sarja severely and mercilessly beats up Tanya to a pulp, but Tanya keeps eluding the law, and with the help of Journalist Pooja (Gulrez), her friends Rahul (Rahul Bhatt) and Vicky (Deepak Tijori) hopes to unravel the mystery behind the death of her husband Jayant (Pankaj Berry); find her missing sister-in-law Guddi (Gayatri); and seek justice.",2002-12-27,0.0,tt0391187,"['Pankaj Berry', 'Rahul Bhat', 'Seema Biswas']",['Kumar Jay'],
Mahal,False,Horror,709031,hi,Indian horror movie from 2002.,2002-12-31,0.0,tt3918848,"['Sohail Khan', 'Kirti Shetty', 'Gajendra Chauhan']",['Anand Prakash'],
Banana Brothers,False,Comedy,821786,hi,Two East Indian emigrants try to start a business in America.,2003-01-01,0.0,tt0337837,"['Dhieraj Mohan', 'Malvinder Shankar']",['Girija Shankar'],
Bhoot Ke Pechhe Bhoot,False,Horror,496579,hi,A 2003 Indian horror film.,2003-01-01,0.0,tt2728414,"['Hemant Birje', 'Pinky Chinoy', 'Mohan Joshi']",['Kishan Shah'],
Dangerous Night,False,Horror,496455,hi,A 2003 Indian horror movie.,2003-01-01,0.0,tt2666420,"['Manjul Kapoor', 'Munir Khan', 'Rajesh Kundan']",['Munir Khan'],
Oops!,False,Drama,467219,hi,"Jagan, Akash and Nisha belong to a dance club. Their ambition is to become big in the dancing profession. Jagan and Nisha are lovers. Jagan is a middle-class man who dreams of becoming a millionaire over night. In the process he meets an actress named Sonia who offers him a ridiculously large amount of money for a 3 hours strip tease show to be done among a group of ten high society women who are bored with their husbands. Jagan asks his best buddy Akash to accompany him in the job. That show becomes a big hit and Jagan gets another call from Sonia for another strip show. Akash, however, is not comfortable with that profession. Jagan does the solo strip tease. There he meets a sexy older women named Savitha who has a secret identity that will end up compromising Jagan's world.  - Written by gavin",2003-01-01,4.3,tt0354786,"['Bijesh Jayarajan', 'Deepak Tijori']",['Deepak Tijori'],1h 49m
Nayee Padosan,False,Comedy,361410,hi,"Three young men, who are all of marriageable age, gets their hopes up on marriage, when a beautiful young woman comes to live in their neighborhood. Her name is Pooja Iyengar. All three of them try a hand at romancing her, and only one succeeds, that being Raju. The only problem is that while Raju is Gujerati, Pooja is Madrasi from the Iyengar community, and her dad, Shashtri, will not permit her to marry anyone outside his community, leave alone a Gujerati, and proceeds to get Pooja to get married to Prabhu, a young man from the Iyengar community, with hilarious results.",2003-01-01,5.0,tt0362902,"['Ikram Akhtar', 'Raghuvir Shekhawat']",['B.H. Tharun Kumar'],
Ek Alag Mausam,False,Drama,337500,hi,A movie about an Indian woman who finds out that she is HIV positive.,2003-01-01,0.0,tt0832297,"['Sushma Ahuja', 'Mahesh Dattani']",['K.P. Sasi'],2h
Bas Yun Hi,False,"Music, Comedy, Romance",272171,hi,"Comedy - Aditya is a young man who does not believe in astrology, but when a friend makes his astrological chart and explains to him that he is fated to marry a woman whose name begins with the letter V, Aditya decides to see for himself if this is true. *Subtitles not available for this feature* -  Purab Kohli, Nandita Das, Rajiv Gopalakrishnan",2003-01-01,0.0,tt0354405,"['Raja Menon', 'Pratap Raju', 'Subbu']",['Raja Menon'],
Tujhe Meri Kasam,False,Romance,403428,hi,Rishi and Anju are childhood buddies struggle to find out if they have more than friendship between them.,2003-01-03,7.0,tt0348258,"['Kamal', 'Neeraj Vora']",['Vijay K. Bhaskar'],
Talaash: The Hunt Begins,False,"Action, Drama, Mystery, Crime",270823,hi,"Babu works for three underworld dons and must go to prison to protect them. When his sentence is over, he returns home to find that Purnima (his wife), Arjun (his son) and Pooja (his daughter) live a destitute life. When he confronts his bosses, he is beheaded in front of his wife and children, and his daughter is abducted.  Purnima (Raakhee) loses her mind, and is hospitalized in a mental hospital. Growing up, Arjun (Akshay Kumar) becomes a high profile vigilante. As for Purnima, she becomes terribly ill and can be saved only if she sees her daughter again. Thus, Arjun decides to re-unite his mother and sister. In order to do so, he must discover the identity of his father's killers.",2003-01-03,5.5,tt0338477,"['Suneel Darshan', 'Robin Bhatt', 'K.K. Singh']",['Suneel Darshan'],2h 33m
Pyaasa Haiwan,False,Horror,376439,hi,A group of poor souls are trapped in a haunted mansion where the ghost-monster of its late masochistic/psychotic owner stalks the halls.,2003-01-08,6.5,tt4082968,"['Sapna Sappu', 'Kanti Shah', 'Randhir Singh']",['Kanti Shah'],1h 46m
3 Deewarein,False,"Crime, Drama",73237,hi,"Three men are on death row. Jaggu (Jackie Shroff), a lawyer and a poet, is serving a sentence for murdering his wife because she was cheating on him with another man. Nagya (Nagesh Kukunoor), a man angry with the whole world, is arrested for murdering his wife too, but he claims that it was an accident where she falls off the sidewalk while they were talking. Ishaan (Naseeruddin Shah), a happy-go-lucky man, is also arrested for murder that he commits while in the act of robbery. The prison's custodian is Mohan (Gulshan Grover), who attempts several methods to reform the prison's inmates. A documentary filmmaker, Chandrika (Juhi Chawla) comes to the jail to set a film about these three men. In the process, she finds redemption to her troubled marriage.",2003-01-08,7.2,tt0338490,['Nagesh Kukunoor'],['Nagesh Kukunoor'],1h 55m
Aapko Pehle Bhi Kahin Dekha Hai,False,"Romance, Action, Comedy, Drama",296375,hi,"A suspended cop ends up in Calgary searching for a criminal, where he falls in love with daughter of a successful Indian businessman and a protective father who takes a while to accept his future son-in-law.",2003-01-10,5.0,tt0348521,"['Shashank Dabral', 'Nitin Raikwar', 'Rajan Raj']",['Anubhav Sinha'],2h 25m
Tantrik Shakti,False,Horror,496356,hi,A 2003 Indian horror film.,2003-01-17,0.0,tt4239948,"['Rakesh Komar', 'Sara Khan', 'Prithvi Vazir']",['Jagdish Gautam'],
Dil Ka Rishta,False,"Drama, Romance",105025,hi,"Wealthy Jai Mehta is a young man with a heart that has gold. He supports many charitable organizations in India and one day when he visits a deaf and dumb school, he falls in love with the teacher there, Tia Sharma, expresses his love to her and is openly humiliated when she introduces her fiancé, Raj. Soon after Raj and Tia gets married and are proud parents of a baby boy, Anshu. A heart broken Jai takes to alcohol and one night under the influence of alcohol, Jai's car collide with Raj and Tia's car mysteriously killing Raj and seriously injuring Tia about the head. Tia is treated by doctor, recovers but is unable to remember anything from her troubled past. Jai makes it his responsibility to take care of her, slowly she falls in love with him and proposes marriage. But will this marriage takes place or will Tia remembers her past and takes revenge from Jai for the death of her husband and for her current condition",2003-01-17,6.488,tt0330217,"['Shabbir Boxwala', 'Vrinda Rai', 'Naeem Sha']",['Naresh Malhotra'],
Jism,False,Thriller,48391,hi,"Kabir Lal is an alcoholic lawyer whose life is looking as if going down the drain. One morning he sees a stunningly attractive woman on a beach and is instantly enamored by her. By chance he sees her again in a restaurant and offers to buy her a drink. In the process he learns that her name is Sonia and she is married. Unable to resist, he asks her whether she would show him her home. It marks the beginning of a passionate affair, during which Kabir is told that Sonia's husband neglects her. But Sonia cannot leave him because she cannot support herself without her husband's money. Sonia suggests murder and Kabir, blind with lust, agrees. They manage to kill Sonia's husband and make it look like an accident, but then Kabir gets to see Sonia's other side: she no longer is the passionate lover as before, but is a cool-headed mean woman now who won't let go of her wealth at any cost.",2003-01-17,4.5,tt0348843,"['Mahesh Bhatt', 'Niranjan Iyengar']",['Amit Saxena'],2h 16m
Kucch To Hai,False,"Mystery, Horror, Thriller, Romance",383404,hi,"A group of friends, who have a dark past, reunite at a wedding where a mysterious assailant tries to murder them for the sake of revenge.",2003-01-24,4.2,tt0348662,"['Rajeev Jhaveri', 'Anurag Prapanna', 'Umesh Shukla']","['Anurag Basu', 'Anil v Kumar']",2h 23m
Dum,False,"Action, Crime, Drama, Romance",69632,hi,"Uday dreams of becoming a police officer and serving his country. His dream is accompanied by a fierce determination and drive to make his dream come true. Even as he courageously treads on his chosen path, he is confronted by the face of evil in the form of a crooked police officer, Shankar. But Uday soon meets with a television employee named Kaveri and once again finds his life upside down.",2003-01-24,4.833,tt0314006,"['Mehran', 'Eeshwar Nivas', 'Bunty Soorma']",['Eeshwar Nivas'],2h 46m
Maqbool,False,"Crime, Drama",21265,hi,"The Scottish tragedy 'Macbeth' set in the contemporary underworld of India's commercial capital; two corrupt, fortune telling policemen take the roles of the weird sisters, and ""Duncan"" is Abbaji, the head of a crime family.",2003-01-30,7.019,tt0379370,"['Abbas Tyrewala', 'Vishal Bhardwaj', 'William Shakespeare']",['Vishal Bhardwaj'],2h 12m
Baaz: A Bird in Danger,False,Thriller,496533,hi,"In a small town, Nainital, India the police is on the look-out for a serial killer. All the killer's targets are of astonishing beautiful young girls; with an ulterior motive. Evidences found at the crime scenes are a dragger and a pair of rubber gloves. The three men under suspect are Mayor Jai Singh Dabral, DSP Harshvardan and a painter by profession Raj Singh; the problem is the police do not have evidence to incarcerate any of these men.",2003-02-07,4.667,tt0349115,"['Shyam Goel', 'Sanjay Masoomm', 'Mehboob']",['Tinnu Verma'],
Satta,False,"Drama, Crime",423694,hi,"A liberal woman from Delhi weds a politician in Mumbai, only to find herself standing for election in his place when he is sent to prison.",2003-02-07,4.5,tt0341562,"['Madhur Bhandarkar', 'Manoj Tyagi']",['Madhur Bhandarkar'],2h 33m
Freaky Chakra,False,"Comedy, Drama",403916,hi,"There has been an increase in movies falling in the genre of Indian-hinglish movies that are being made by young Indian directors who want to express their creativity through the medium of films. The making of such films bring a freshness to the Indian movie scene. That said, some of them lack a strong storyline and this happens to be failing of this ""Freaky Chakra"" too. ""Freaky Chakra"" is the story of a lady and the vicious circle of life that she leads.",2003-02-07,0.0,tt0356624,"['Ziba Bhagwagar', 'Roohi Dixit']","['V.K. Prakash', 'Ziba Bhagwagar']",
Khushi,False,"Romance, Drama, Action",345426,hi,"While playing matchmaker to a pair of their friends, two young university students begin developing feelings for each other.",2003-02-07,5.556,tt0348656,"['Aman Jaffery', 'Bolu Khan', 'S.J. Suryah']","['S.J. Suryah', 'Sunil Kumar Agrawal']",
Valentine Days,False,"Comedy, Drama, Romance",380880,hi,Three friends look to be the valentine of just one woman,2003-02-08,0.0,tt0358247,"['Nikhil Arya', 'Manoj Bidwai', 'Bobby Darling']",['Sumeer Sabharwal'],
Escape From Taliban,False,"Thriller, Drama, War",403755,hi,"Sushmita and Jaanbaz live in India, and they are in love. They intend to marry, but Sushmita's family is strongly opposed to the marriage, since Jaanbaz is a Muslim and they are Hindus. But Sushmita and Jaanbaz do get married, and Jaanbaz takes her with him to his country--Afghanistan. On the way there, Sushmita is horrified to see mutilated corpses, bomb explosions, and armed militants. She is terrified and asks Jaanbaz to take her back, but Jaanbaz takes her to his home.",2003-02-14,0.0,tt0312664,"['Sushmita Banerjee', 'Shubhrajyoti Barat', 'Ujjwal Chatterjee']",['Ujjwal Chatterjee'],
Love at Times Square,False,Romance,292879,hi,A love triangle emerges in America between two Indian men and one Indian woman. The two men fall in love with a young co-ed at an American University--who also happens to be the daughter of an Indian billionaire.,2003-02-14,3.0,tt0345594,['Dev Anand'],['Dev Anand'],
Kash Aap Hamare Hote,False,"Family, Romance, Music",109454,hi,"Yashwantraj Mankotia (Om Puri) has brought up the daughter of his late friend, Amrita (Juhi Babbar) with love and affection as his own daughter. He plans to marry her to his only son, Randeep (Sharad Kapoor), who is settled in Canada. Randeep is reluctant to visit India to see his father, but does so when his father feigns heart trouble. Randeep is upset that he has to leave his business. He gets even more upset when his father proposes marriage with Amrita. Randeep reluctantly agrees to marry Amrita in order to get his father's inheritance. After the marriage, Randeep and Amrita travel to Canada, where Amrita finds that Randeep has a live-in girlfriend/spouse/business partner by the name of Simone (Saadhika).",2003-02-14,5.0,tt0352489,"['Ravindra Peepat', 'Atul Tiwari']",['Ravindra Peepat'],
Dhund: The Fog,False,"Adventure, Thriller, Mystery, Horror",71064,hi,A mysterious killer rises from the grave and terrorizes two couples to seek revenge for his murder.,2003-02-21,6.0,tt0353351,"['S. Kahn', 'Sajeev Kapoor']",['Shyam Ramsay'],2h 33m
Meri Ganga Ki Saugandh,False,Action,477398,hi,Hindi movie.,2003-03-14,0.0,tt2668938,['Bashir Babar'],['Kanti Shah'],
Om,False,"Drama, Romance",101832,hi,"Om lives in Bombay, India, in a small apartment with mother and sister. Om and his mother are of very conservative taste, when it comes to wearing clothes, however, the sister is not. This gets her in trouble, and she is raped and killed. The police register this case as that of a suicide, and produce a note purportedly written by her that blames her mom and brother for her death. Om's girlfriend, Sandali, comes to know that his sister's death was a homicide, and this sets Om off in a wild rage to find out who the killer(s) are, and why they would commit this heinous crime; and the role of the police who claim that her death was a suicide",2003-03-21,5.2,tt0358613,['Naeem-Ejaz'],['Ashok Honda'],
The Hero: Love Story of a Spy,False,"Thriller, Action, Adventure, Romance",271677,hi,"Arun Khanna is a spy for the Indian government whose aid is enlisted to stop ISI Chief Ishak Khan. Khan is trying to build a nuclear bomb with which he can liberate Kashmir from the Indians. A battle of wits ensues. When Khan detonates a bomb at Khanna's engagement party to a fellow spy, Khanna's resolve is only strengthened. Now not only does he have to fight Khan, but he also has to track down his missing fiancee.",2003-04-10,6.35,tt0347167,['Shaktimaan Talwar'],['Anil Sharma'],2h 40m
Praan Jaye Par Shaan Na Jaye,False,Drama,138510,hi,"Aman Joshi (Aman Verma) is on a research assignment. His subject is the chawl dwellers in Bombay City. He rents a small tenement there and talks to the people living there. He soon gets involved in their lives, and even gets attracted to plain-looking Saundarya (Divya Mirza), who he transforms into a beauty, after a cosmetic makeover. Aman's kindness is mistaken for generosity by all the chawl dwellers, and they swarm him for his money, trying to get loans and gifts, to improve their lives. Then the lives of this small community are turned upside down, when the owner announces that he intends to tear the building down.",2003-05-01,7.0,tt0330783,"['Mahesh Manjrekar', 'Sanjay Pawar']",['Sanjay Jha'],
Ishq Vishk,False,"Drama, Comedy, Romance",41901,hi,"Rajiv Mathur decides to go conditionally steady with fellow collegian, Payal, so that be can be permitted to go on an outing. Payal accepts, and accompanies him. During the outing, he gets intoxicated, and attempts to molest her, and she decides to dump him. Thereafter, slighted but not beaten - Rajiv turns on his charms on another beauty - the gorgeous Alisha Sahay. But will she be as permissible as Payal?",2003-05-05,5.893,tt0362771,"['Ken Ghosh', 'Kiran Kotrial', 'Vinod Ranganathan']",['Ken Ghosh'],2h 14m
Kaise Kahoon Ke Pyaar Hai,False,"Crime, Romance",950077,hi,"Karan (Amit Hongorani) is the son of Lakshmi (Farida Jalal) and Dharam (Dharmendra). His father is a professional robber, so his mother leaves him to raise Karan and his sister Kiran in dignity. However, when Karan comes of age, he supports his fathers nocturnal adventures and becomes a successful burglar.  In college, he falls in love with Priya (Sharbani Mukherjee), the daughter of the wealthy Somnath Arya (Alok Nath). Since he is a burglar, he does not dare to tell Priya about his love—however, he tells Sandwich (Johnny Lever), his loyal friend. Priya is also in love with Karan, but doesn't tell him because she is shy, despite her best friend Nikki's (Rushali) attempts to matchmake the two of them - and things get difficult for her when Sonia (Nilofer) joins the college, who is extremely good-looking and tries to woo Karan.",2003-05-09,0.0,tt0366658,['Sameer Arora'],['Anil Senior'],
Haasil,False,"Drama, Romance",114813,hi,"Anirudhh, a law-abiding college student, in love with Niharika, gets caught up in college politics and crime, and must fight it out for himself, when friends turn into foes.",2003-05-15,7.1,tt0362696,['Tigmanshu Dhulia'],['Tigmanshu Dhulia'],2h 40m
Stumped,False,"Comedy, Drama, Sport",499111,hi,"Raghav Seth, a young army officer, shifts to Delhi with his wife Reema to ""Happy Home Society"". They soon realize that the society is home to many cricket fans.",2003-05-16,0.0,tt0357208,"['Gaurav Pandey', 'Abbas Tyrewala']",['Gaurav Pandey'],2h 1m
Armaan,False,"Drama, Romance",73259,hi,"Dr. Siddharth Sinha is a dedicated selfless doctor who dreams of building a state-of-the-art hospital with all the modern instruments and amenities for patient care . His foster son Akash shares his dream . Akash falls in love with Neha Mathur , an anaesthetist in the same hospital . In a friend's party , Akash meets Sonia who is a spoilt daughter of a millionaire Gulshan Kapoor . Sonia develops an infatuation for Akash . Gulshan Kapoor proposes to Dr. Siddharth Sinha that he will donate a big sum of money to his hospital , on the condition that Akash marries Sonia . Dr. Siddharth Sinha declines but dies of a heart attack a few days later . Burdened with fulfilling his father's dream , Akash decides to marry Sonia sacrificing his own love . But even after marriage Sonia is jealous of Neha and constantly accuses Akash of infidelity which leaves him in a dilemma , torn between two women .",2003-05-16,5.2,tt0331851,"['Javed Akhtar', 'Honey Irani']",['Honey Irani'],2h 38m
Andaaz,False,"Drama, Music, Romance",54072,hi,"Young Raj Malhotra (Akshay Kumar) lives with his elder brother, Rohit; his sister-in-law Kiran, and a niece. After an accident fractures his leg, he is unable to walk for some time. Due to psychological reasons, he cannot walk even after the fracture heals. When the Malhotras move to Dehra Dun, Raj befriends young Kajal (Dutta), as both share a common passion for airplanes. Kajal encourages Raj to walk, and succeeds. Years later the two continue to be fast friends, and everyone expects them to marry soon. Then Raj is recruited by the Indian Air Force and goes for training for a year and a half. After his training gets over, he rushes to Kajal to propose to her, only to find out that she has given her heart to a multimillionaire, Karan Singhania (Verma), who owns several airplanes and choppers. Raj congratulates Kajal and Karan, but does not reveal his true feelings.",2003-05-23,5.615,tt0346507,"['Robin Bhatt', 'Shyam Goel', 'Jainendra Jain']",['Raj Kanwar'],2h 25m
Jajantaram Mamantaram,False,"Family, Fantasy",348152,hi,"A young man lands in the land of little people, who ask him to save them from their enemies.",2003-05-30,5.545,tt0368811,['Soumitra Ranade'],['Soumitra Ranade'],2h 2m
Bhoot,False,Horror,107937,hi,"A Mumbai businessman and his wife are looking for a new flat. Apartment 1201 has been vacant since its previous occupant jumped to her death. Undeterred, the couple still decides to move in, but before long, the wife starts to have visions.",2003-05-30,5.979,tt0341266,"['Lalit Marathe', 'Sameer Sharma']",['Ram Gopal Varma'],1h 53m
Koi Hai,False,"Drama, Mystery, Thriller",819790,hi,"Raj is having an affair with a dancer. He is desperate to rid himself of his wife. He hires a killer, only to find the assassin dead in his living room. Who is there?",2003-06-06,0.0,tt2150074,"['Manoj Hansraj', 'Prashant Hedaoo', 'Rajiv S.S. Ruia']",['Rajiv S. Ruia'],
Anubhav: An Experience,False,"Drama, Crime",401465,hi,"Jaikishan and Reema are in love with each other but live a poor lifestyle in India and are unable to marry. Jaikishan decides to seduce and marry a wealthy heiress, Monica, who he can subsequently divorce, take possession of her wealth, and then re-marry Reema.",2003-06-09,0.0,tt1146305,"['Afrin', 'Amit', 'Neel Arvind']",['Sandeep Kumar'],1h 30m
Chalte Chalte,False,"Comedy, Drama, Romance",4252,hi,A man pursues a woman who is already engaged and eventually gets married to her. Differences between the two lead to a bitter separation that threatens to destroy their relationship forever.,2003-06-12,6.3,tt0346723,"['Aziz Mirza', 'Robin Bhatt', 'Pramod Sharma']",['Aziz Mirza'],2h 47m
Yeh Dil,False,Romance,296566,hi,A musical love story of Ravi and Vasundhara who study in the same college. Both are good friends until their friendship transforms into true love. Their urge of getting married is objected by both their families. After going through many obstacles they are successful in getting married with the help of their college principal and friends.—gavin@sunny_deol2009@yahoo.com,2003-06-17,2.5,tt0357328,"['Tusshar Kapoor', 'Anita Hassanandani Reddy', 'Chetana Das']",['Teja'],
Jhankaar Beats,False,"Comedy, Romance, Music",161834,hi,"This movie was a tribute to R. D. Burman. Jhankaar Beats is a story about love, friendship and music. Two copywriter brothers have lost in pop music contest called Jhankaar Beats for the last two years. They take the help of an apprentice to compete in a music contest.",2003-06-19,6.8,tt0347278,"['Sujoy Ghosh', 'Milap Zaveri', 'Suresh Nair']",['Sujoy Ghosh'],2h 23m
Supari,False,"Action, Crime, Drama",316200,hi,"Four best friends end up owing 500,000 rupees to Mamta Sekhri, a woman involved in various underworld activities. The friends are forced to kill for money (an act called) ""Supari"" to pay their debt. But things begin to change when the men realize that in this game of Supari, they are not just hunters but also the hunted.",2003-06-20,3.0,tt0362204,"['Padam Kumar', 'Atul Sabharwal', 'Mushtaq Shiekh']",['Padam Kumar'],2h 22m
Darna Mana Hai,False,Horror,74481,hi,"Stranded in an abandoned building, six friends relate scary stories while a crazed killer lurks in the forest.",2003-06-25,6.0,tt0349333,"['Atul Sabharwal', 'Rajnish Thakur', 'Abbas Tyrewala']",['Prawaal Raman'],2h 1m
Main Prem Ki Diwani Hoon,False,"Romance, Drama",165402,hi,"Main Prem Ki Diwani Hoon is the story of Sanjana (Kareena Kapoor), a girl of today's generation full of life and vibrant ecstasy. She lives life on her own terms and gets very upset when her mother Susheela (Himani Shivpuri), arranges for her to see a boy leading to a marriage prospect.",2003-06-26,5.2,tt0265148,['Sooraj R. Barjatya'],['Sooraj R. Barjatya'],3h 17m
Khanjar (The Knife),False,"Thriller, Mystery, Action",879371,hi,"Friday the 13th is the night when the dead come back to earth.  On one such night, Chander Sharma's son gets a call informing him of the murder of each of his father's four associates on the 13th of every month.  Chander Sharma's son is in love with Shilpa (Tabu) and his rival is Raja (Sunil Shetty), who also becomes embroiled in the mystery.  The only clue they have is a pair of gloves, leaving the police baffled.  Meanwhile, the murders continue...",2003-06-27,7.5,tt0373970,['Saroj Khan'],"['Deepak Bahry', 'Chander Sharma']",
88 Antop Hill,False,"Fantasy, Mystery",318878,hi,"Atul Kulkarni, Jasmine, Rahul Dev, Sweta Menon and Suchitra Pillai star in this fantastical mystery directed by Kushan Nandy. After a strange phone call lands him at 88 Antop Hill, Pratyush Shellar (Kulkarni) discovers he's not the only one who's been summoned; there's also a cop (Dev), a streetwalker (Menon), a rich woman (Jasmine), a dancer and a criminal. What brings them all there and what happens next will shock viewers.",2003-06-27,0.0,tt0349058,"['Ashish Deo', 'Kushan Nandy', 'Kiran Shroff']",['Kushan Nandy'],1h 59m
Kaash... Hamara Dil Pagal Na Hota,False,Comedy,404412,hi,"A reigning monarch, Raja Mahendra Pratap, in India has a problem, to be precise five problems, from five different wives, all deceased now, in the shape and form of his sons, Shiv, Veer, Gyan, Rudra, and Surya, who have grown up, are matured, but still behave like children.",2003-06-30,0.0,tt0829210,['Ishwar A. Bhati'],['Mangal Anand'],2h 29m
Humein Tumse Pyar Ho Gaya Chupke Chupke,False,Drama,404373,hi,"Major Yamraj Singh and Professor Durander Lal have been friends for many years, live as neighbors, share meals, and would like their respective children, Raja and Rani to get married. At a well organized reception, they do announce their official engagement, little knowing that both dislike each other. While Rani is not decided about her future partner, Raja likes Manjit Singh, the daughter of Dildar Singh, who owns a trucking business.",2003-06-30,0.0,tt0829200,"['Meghna Desai', 'Siddharth Dhawan', 'Dinesh Hingoo']",['Pramod Mandloi'],2h 15m
Ether,False,Documentary,471903,hi,"In the 1970s, filmmaker and artist Velu Viswanadhan began his series of five films about the elements. This last part is about ether, the invisible essence of all matter.",2003-07-01,0.0,tt1648939,[],['Velu Viswanandhan'],
Hawa,False,"Drama, Horror",354547,hi,"Sanjana lives in a big city along with her husband and two daughters. But things are not quite rosy as the couple faces a disastrous situation in their life which leads to divorce. Sanjana along with her brother, Vicky, her two daughters and a dog relocates to a lonely house in a forest. While residing there Sanjana begins to see some odd situations taking place especially when her house is struck by lightning, her dog attacked her and she and her daughters are mysteriously raped.",2003-07-04,3.0,tt0369516,"['Sutanu Gupta', 'Sanjay Masoomm']",['Guddu Dhanoa'],2h 9m
Saaya,False,"Mystery, Horror",205211,hi,"Tanya is a rich woman who is married to another rich man named Vinod. But their lives change by Vinod's death. Tanya than starts falling in love with a doctor named Akash. But Akash is in love with a woman named Maya and after some time gets married to her. But their marriage does not last long. Because, first Maya leaves him to travel to another part of India to help people who are sick; and then Akash receives news that she is dead. Tanya comes up to console Akash and hopes that he will now love, accept and marry her. But Akash does not do so, as he is still immersed in Maya's memories, and believes that Maya is still alive and calling out to him. Is Akash going out of his mind?",2003-07-04,4.2,tt0371922,['Amol Shetge'],['Anurag Basu'],2h 15m
Kahan Ho Tum,False,"Drama, Family, Mystery",888497,hi,Kahan ho tum is a story of three friends who get caught up in a murder.,2003-07-11,0.0,tt0362795,"['Vijay Kumar', 'Hriday Lani', 'Chhaya Shenoy']",['Vijay Kumar'],
Qayamat: City Under Threat,False,"Action, Crime, Drama, Romance",318484,hi,"CBI Officer Akram Sheikh is on the verge of nabbing three dreaded Pakistan-backed arms dealers, the brothers Ali and Abbas and their common moll Laila. When Sheikh busts an important arms deal conducted by his three targets, Ali-Abbas join forces with Gopal, a corrupt scientist to get hold of a deadly virus and take the tourists at the Elphinstone Jail resort as hostage. Akram Sheikh is now compelled to get help from Rachit, a criminal serving jail time who was a former associate of Ali-Abbas and the only person in history to have successfully escaped the Elphinstone jail . Along with a commando team, they try to pull off a rescue attempt by breaking in the jail and rescuing the hostages.",2003-07-11,5.283,tt0364621,"['Suparn Varma', 'Pathik Vats']",['Harry Baweja'],3h
